estados_brasileiros,ano,cultura,producao_toneladas
Rondonia,2011,milho,340045
Rondonia,2012,milho,534423
Rondonia,2013,milho,449449
Rondonia,2014,milho,542279
Rondonia,2015,milho,787093
Rondonia,2016,milho,602411
Rondonia,2017,milho,933956
Rondonia,2018,milho,735150
Rondonia,2019,milho,1004717
Rondonia,2020,milho,1036905
Rondonia,2021,milho,1232783
Rondonia,2022,milho,1485546
Rondonia,2023,milho,1705199
Roraima,2010,milho,12800
Roraima,2011,milho,11800
Roraima,2012,milho,11800
Roraima,2013,milho,15438
Roraima,2014,milho,15350
Roraima,2015,milho,15528
Roraima,2016,milho,17013
Roraima,2017,milho,41374
Roraima,2018,milho,44648
Roraima,2019,milho,50390
Roraima,2020,milho,79128
Roraima,2021,milho,114159
Roraima,2022,milho,97870
Roraima,2023,milho,79774
Santa Catarina,2010,milho,3653803
Santa Catarina,2011,milho,3651825
Santa Catarina,2012,milho,2870450
Santa Catarina,2013,milho,3326366
Santa Catarina,2014,milho,3149729
Santa Catarina,2015,milho,3076480
Santa Catarina,2016,milho,2530363
Santa Catarina,2017,milho,3009582
Santa Catarina,2018,milho,2574200
Santa Catarina,2019,milho,2767069
Santa Catarina,2020,milho,2701935
Santa Catarina,2021,milho,2006694
Santa Catarina,2022,milho,2138770
Santa Catarina,2023,milho,2586339
Sao Paulo,2010,milho,4026500
Sao Paulo,2011,milho,3362555
Sao Paulo,2012,milho,4478520
Sao Paulo,2013,milho,4408375
Sao Paulo,2014,milho,3983895
Sao Paulo,2015,milho,4688951
Sao Paulo,2016,milho,4592671
Sao Paulo,2017,milho,5178871
Sao Paulo,2018,milho,4488539
Sao Paulo,2019,milho,4800956
Sao Paulo,2020,milho,4503594
Sao Paulo,2021,milho,3709901
Sao Paulo,2022,milho,4785141
Sao Paulo,2023,milho,4846053
Sergipe,2010,milho,750718
Sergipe,2011,milho,480476
Sergipe,2012,milho,290575
Sergipe,2013,milho,700902
Sergipe,2014,milho,762472
Sergipe,2015,milho,495729
Sergipe,2016,milho,140962
Sergipe,2017,milho,843762
Sergipe,2018,milho,106814
Sergipe,2019,milho,687221
Sergipe,2020,milho,904506
Sergipe,2021,milho,741765
Sergipe,2022,milho,793896
Sergipe,2023,milho,874463
Tocantins,2010,milho,282475
Tocantins,2011,milho,312213
Tocantins,2012,milho,370940
Tocantins,2013,milho,350669
Tocantins,2014,milho,452126
Tocantins,2015,milho,639736
Tocantins,2016,milho,531685
Tocantins,2017,milho,841957
Tocantins,2018,milho,812816
Tocantins,2019,milho,1085843
Tocantins,2020,milho,1430951
Tocantins,2021,milho,1441960
Tocantins,2022,milho,1936933
Tocantins,2023,milho,2398750
Acre,2010,soja,330
Acre,2011,soja,282
Acre,2013,soja,154
Acre,2014,soja,1095
Acre,2016,soja,150
Acre,2017,soja,261
Acre,2018,soja,1410
Acre,2019,soja,5051
Acre,2020,soja,10380
Acre,2021,soja,20156
Acre,2022,soja,22667
Acre,2023,soja,45732
Alagoas,2015,soja,550
Alagoas,2016,soja,1043
Alagoas,2017,soja,1240
Alagoas,2018,soja,2475
Alagoas,2019,soja,10363
Alagoas,2020,soja,4640
Alagoas,2021,soja,9391
Alagoas,2022,soja,11242
Alagoas,2023,soja,18289
Amapa,2013,soja,12906
Amapa,2014,soja,40792
Amapa,2015,soja,29370
Amapa,2016,soja,42351
Amapa,2017,soja,54400
Amapa,2018,soja,57239
Amapa,2019,soja,46862
Amapa,2020,soja,47818
Amapa,2021,soja,17956
Amapa,2022,soja,18035
Amapa,2023,soja,19536
Amazonas,2010,soja,540
Amazonas,2011,soja,540
Amazonas,2012,soja,660
Amazonas,2013,soja,60
Amazonas,2019,soja,7500
Amazonas,2020,soja,8000
Amazonas,2021,soja,10000
Amazonas,2022,soja,13740
Amazonas,2023,soja,23455
Bahia,2010,soja,3112929
Bahia,2011,soja,3512568
Bahia,2012,soja,3212789
Bahia,2013,soja,2765533
Bahia,2014,soja,3206364
Bahia,2015,soja,4513633
Bahia,2016,soja,3257119
Bahia,2017,soja,5143899
Bahia,2018,soja,6310780
Bahia,2019,soja,5329694
Bahia,2020,soja,6078010
Bahia,2021,soja,6839555
Bahia,2022,soja,6958197
Bahia,2023,soja,7776560
Brasil,2010,soja,68756343
Brasil,2011,soja,74815447
Brasil,2012,soja,65848857
Brasil,2013,soja,81724477
Brasil,2014,soja,86760520
Brasil,2015,soja,97464936
Brasil,2016,soja,96394820
Brasil,2017,soja,114732101
Brasil,2018,soja,117912450
Brasil,2019,soja,114316829
Brasil,2020,soja,121820949
Brasil,2021,soja,134799179
Brasil,2022,soja,121290103
Brasil,2023,soja,152144238
Ceara,2010,soja,3417
Ceara,2012,soja,3854
Ceara,2018,soja,190
Ceara,2020,soja,1350
Ceara,2021,soja,4528
Ceara,2022,soja,7740
Ceara,2023,soja,19113
Distrito Federal,2010,soja,177065
Distrito Federal,2011,soja,184047
Distrito Federal,2012,soja,176160
Distrito Federal,2013,soja,152250
Distrito Federal,2014,soja,216000
Distrito Federal,2015,soja,180832
Distrito Federal,2016,soja,233888
Distrito Federal,2017,soja,241500
Distrito Federal,2018,soja,253110
Distrito Federal,2019,soja,261000
Distrito Federal,2020,soja,290550
Distrito Federal,2021,soja,312000
Distrito Federal,2022,soja,303120
Distrito Federal,2023,soja,306000
Espirito Santo,2022,soja,200
Espirito Santo,2023,soja,3780
Goias,2010,soja,7252926
Goias,2011,soja,7703982
Goias,2012,soja,8398891
Goias,2013,soja,8913069
Goias,2014,soja,8938560
Goias,2015,soja,8606210
Goias,2016,soja,10239473
Goias,2017,soja,11372539
Goias,2018,soja,11476946
Goias,2019,soja,11080442
Goias,2020,soja,12849800
Goias,2021,soja,13659826
Goias,2022,soja,15216144
Goias,2023,soja,17405060
Maranhao,2010,soja,1322363
Maranhao,2011,soja,1571418
Maranhao,2012,soja,1640183
Maranhao,2013,soja,1581687
Maranhao,2014,soja,1875792
Maranhao,2015,soja,2099507
Maranhao,2016,soja,1242772
Maranhao,2017,soja,2331688
Maranhao,2018,soja,2751206
Maranhao,2019,soja,2850084
Maranhao,2020,soja,3056550
Maranhao,2021,soja,3240985
Maranhao,2022,soja,3537377
Maranhao,2023,soja,3821792
Mato Grosso,2010,soja,18787783
Mato Grosso,2011,soja,20800544
Mato Grosso,2012,soja,21841292
Mato Grosso,2013,soja,23416774
Mato Grosso,2014,soja,26495884
Mato Grosso,2015,soja,27850954
Mato Grosso,2016,soja,26277303
Mato Grosso,2017,soja,30479870
Mato Grosso,2018,soja,31608562
Mato Grosso,2019,soja,32242463
Mato Grosso,2020,soja,35070044
Mato Grosso,2021,soja,35336979
Mato Grosso,2022,soja,38025387
Mato Grosso,2023,soja,44425783
Mato Grosso do Sul,2010,soja,5340462
Mato Grosso do Sul,2011,soja,5079581
Mato Grosso do Sul,2012,soja,4594359
Mato Grosso do Sul,2013,soja,5780519
Mato Grosso do Sul,2014,soja,6339386
Mato Grosso do Sul,2015,soja,7305608
Mato Grosso do Sul,2016,soja,7389990
Mato Grosso do Sul,2017,soja,9101890
Mato Grosso do Sul,2018,soja,9869382
Mato Grosso do Sul,2019,soja,8698011
Mato Grosso do Sul,2020,soja,10939032
Mato Grosso do Sul,2021,soja,12226648
Mato Grosso do Sul,2022,soja,8538611
Mato Grosso do Sul,2023,soja,14193250
Minas Gerais,2010,soja,2902464
Minas Gerais,2011,soja,2940857
Minas Gerais,2012,soja,3073499
Minas Gerais,2013,soja,3375690
Minas Gerais,2014,soja,3345549
Minas Gerais,2015,soja,3524055
Minas Gerais,2016,soja,4747494
Minas Gerais,2017,soja,5318554
Minas Gerais,2018,soja,5438116
Minas Gerais,2019,soja,5189781
Minas Gerais,2020,soja,6218740
Minas Gerais,2021,soja,6984227
Minas Gerais,2022,soja,7639648
Minas Gerais,2023,soja,8459161
Para,2010,soja,243616
Para,2011,soja,317093
Para,2012,soja,373398
Para,2013,soja,506347
Para,2014,soja,736947
Para,2015,soja,1022677
Para,2016,soja,1304598
Para,2017,soja,1632115
Para,2018,soja,1638469
Para,2019,soja,1781672
Para,2020,soja,1990794
Para,2021,soja,2232499
Para,2022,soja,2574954
Para,2023,soja,3156487
Paraiba,2014,soja,420
Paraiba,2022,soja,56
Parana,2010,soja,14091829
Parana,2011,soja,15457911
Parana,2012,soja,10937896
Parana,2013,soja,15937620
Parana,2014,soja,14913173
Parana,2015,soja,17229378
Parana,2016,soja,17122294
Parana,2017,soja,19181853
Parana,2018,soja,19035720
Parana,2019,soja,16348364
Parana,2020,soja,20875792
Parana,2021,soja,19205802
Parana,2022,soja,13454457
Parana,2023,soja,21553541
Pernambuco,2021,soja,600
Pernambuco,2023,soja,400
Piaui,2010,soja,868493
Piaui,2011,soja,1144033
Piaui,2012,soja,1242574
Piaui,2013,soja,920950
Piaui,2014,soja,1488646
Piaui,2015,soja,1772722
Piaui,2016,soja,644263
Piaui,2017,soja,2020195
Piaui,2018,soja,2469650
Piaui,2019,soja,2325951
Piaui,2020,soja,2447620
Piaui,2021,soja,2713998
Piaui,2022,soja,3077485
Piaui,2023,soja,3389142
Rio Grande do Sul,2010,soja,10480026
Rio Grande do Sul,2011,soja,11717548
Rio Grande do Sul,2012,soja,5945243
Rio Grande do Sul,2013,soja,12756577
Rio Grande do Sul,2014,soja,13041720
Rio Grande do Sul,2015,soja,15700264
Rio Grande do Sul,2016,soja,16209892
Rio Grande do Sul,2017,soja,18744186
Rio Grande do Sul,2018,soja,17538725
Rio Grande do Sul,2019,soja,18498119
Rio Grande do Sul,2020,soja,11307760
Rio Grande do Sul,2021,soja,20420501
Rio Grande do Sul,2022,soja,9370339
Rio Grande do Sul,2023,soja,12693487
Rio de Janeiro,2021,soja,324
Rio de Janeiro,2022,soja,953
Rio de Janeiro,2023,soja,2577
Rondonia,2010,soja,385388
Rondonia,2011,soja,419522
Rondonia,2012,soja,470485
Rondonia,2013,soja,574900
Rondonia,2014,soja,614678
Rondonia,2015,soja,748429
Rondonia,2016,soja,759928
Rondonia,2017,soja,913454
Rondonia,2018,soja,1000311
Rondonia,2019,soja,1190195
Rondonia,2020,soja,1348724
Rondonia,2021,soja,1352087
Rondonia,2022,soja,1750249
Rondonia,2023,soja,2131535
Roraima,2010,soja,3920
Roraima,2011,soja,10080
Roraima,2012,soja,14000
Roraima,2013,soja,40200
Roraima,2014,soja,33950
Roraima,2015,soja,55795
Roraima,2016,soja,67347
Roraima,2017,soja,45077
Roraima,2018,soja,105780
Roraima,2019,soja,110090
Roraima,2020,soja,139550
Roraima,2021,soja,225398
Roraima,2022,soja,346647
Roraima,2023,soja,445076
Santa Catarina,2010,soja,1378532
Santa Catarina,2011,soja,1490551
Santa Catarina,2012,soja,1079690
Santa Catarina,2013,soja,1586351
Santa Catarina,2014,soja,1668235
Santa Catarina,2015,soja,2000323
Santa Catarina,2016,soja,2139611
Santa Catarina,2017,soja,2447350
Santa Catarina,2018,soja,2338046
Santa Catarina,2019,soja,2270512
Santa Catarina,2020,soja,2243989
Santa Catarina,2021,soja,2323735
Santa Catarina,2022,soja,2159405
Santa Catarina,2023,soja,2951678
Sao Paulo,2010,soja,1412934
Sao Paulo,2011,soja,1271437
Sao Paulo,2012,soja,1566956
Sao Paulo,2013,soja,1844951
Sao Paulo,2014,soja,1709229
Sao Paulo,2015,soja,2406262
Sao Paulo,2016,soja,2792796
Sao Paulo,2017,soja,3291823
Sao Paulo,2018,soja,3410297
Sao Paulo,2019,soja,3455497
Sao Paulo,2020,soja,3887567
Sao Paulo,2021,soja,4184832
Sao Paulo,2022,soja,4478064
Sao Paulo,2023,soja,4962226
Tocantins,2010,soja,991326
Tocantins,2011,soja,1193453
Tocantins,2012,soja,1276928
Tocantins,2013,soja,1557939
Tocantins,2014,soja,2094100
Tocantins,2015,soja,2418367
Tocantins,2016,soja,1922508
Tocantins,2017,soja,2410207
Tocantins,2018,soja,2606036
Tocantins,2019,soja,2615178
Tocantins,2020,soja,3004239
Tocantins,2021,soja,3477152
Tocantins,2022,soja,3785386
Tocantins,2023,soja,4340578
Bahia,2015,trigo,3000
Bahia,2016,trigo,19800
Bahia,2017,trigo,12976
Bahia,2018,trigo,26850
Bahia,2019,trigo,14600
Bahia,2020,trigo,17000
Bahia,2021,trigo,17737
Bahia,2022,trigo,16533
Bahia,2023,trigo,26222
Brasil,2010,trigo,6171250
Brasil,2011,trigo,5690043
Brasil,2012,trigo,4418388
Brasil,2013,trigo,5738473
Brasil,2014,trigo,6261895
Brasil,2015,trigo,5508451
Brasil,2016,trigo,6834421
Brasil,2017,trigo,4342812
Brasil,2018,trigo,5469236
Brasil,2019,trigo,5590815
Brasil,2020,trigo,6344079
Brasil,2021,trigo,7878413
Brasil,2022,trigo,10342986
Brasil,2023,trigo,7730188
Ceara,2020,trigo,27
Distrito Federal,2010,trigo,7542
Distrito Federal,2011,trigo,9490
Distrito Federal,2012,trigo,4782
Distrito Federal,2013,trigo,4410
Distrito Federal,2014,trigo,8460
Distrito Federal,2015,trigo,9920
Distrito Federal,2016,trigo,2394
Distrito Federal,2017,trigo,5706
Distrito Federal,2018,trigo,7620
Distrito Federal,2019,trigo,6870
Distrito Federal,2020,trigo,11400
Distrito Federal,2021,trigo,10500
Distrito Federal,2022,trigo,15660
Distrito Federal,2023,trigo,10920
Espirito Santo,2023,trigo,1566
Goias,2010,trigo,79776
Goias,2011,trigo,49138
Goias,2012,trigo,42880
Goias,2013,trigo,19543
Goias,2014,trigo,43428
Goias,2015,trigo,43857
Goias,2016,trigo,63461
Goias,2017,trigo,52845
Goias,2018,trigo,75765
Goias,2019,trigo,67953
Goias,2020,trigo,110884
Goias,2021,trigo,84035
Goias,2022,trigo,90047
Goias,2023,trigo,124911
Mato Grosso,2010,trigo,936
Mato Grosso,2011,trigo,1008
Mato Grosso,2021,trigo,288
Mato Grosso,2023,trigo,1393
Mato Grosso do Sul,2010,trigo,74207
Mato Grosso do Sul,2011,trigo,42693
Mato Grosso do Sul,2012,trigo,23919
Mato Grosso do Sul,2013,trigo,9132
Mato Grosso do Sul,2014,trigo,24572
Mato Grosso do Sul,2015,trigo,31769
Mato Grosso do Sul,2016,trigo,47720
Mato Grosso do Sul,2017,trigo,43065
Mato Grosso do Sul,2018,trigo,30164
Mato Grosso do Sul,2019,trigo,43120
Mato Grosso do Sul,2020,trigo,73198
Mato Grosso do Sul,2021,trigo,21470
Mato Grosso do Sul,2022,trigo,52101
Mato Grosso do Sul,2023,trigo,128777
Minas Gerais,2010,trigo,84902
Minas Gerais,2011,trigo,90146
Minas Gerais,2012,trigo,80320
Minas Gerais,2013,trigo,119501
Minas Gerais,2014,trigo,204225
Minas Gerais,2015,trigo,245214
Minas Gerais,2016,trigo,219436
Minas Gerais,2017,trigo,199048
Minas Gerais,2018,trigo,198773
Minas Gerais,2019,trigo,242367
Minas Gerais,2020,trigo,296770
Minas Gerais,2021,trigo,207262
Minas Gerais,2022,trigo,319527
Minas Gerais,2023,trigo,459229
Parana,2010,trigo,3442660
Parana,2011,trigo,2444995
Parana,2012,trigo,2138610
Parana,2013,trigo,1900178
Parana,2014,trigo,3816201
Parana,2015,trigo,3330589
Parana,2016,trigo,3357449
Parana,2017,trigo,2330977
Parana,2018,trigo,2930537
Parana,2019,trigo,2408810
Parana,2020,trigo,3123952
Parana,2021,trigo,3235873
Parana,2022,trigo,3611026
Parana,2023,trigo,3639645
Rio Grande do Sul,2010,trigo,2116952
Rio Grande do Sul,2011,trigo,2744936
Rio Grande do Sul,2012,trigo,1866254
Rio Grande do Sul,2013,trigo,3351150
Rio Grande do Sul,2014,trigo,1670623
Rio Grande do Sul,2015,trigo,1391829
Rio Grande do Sul,2016,trigo,2541889
Rio Grande do Sul,2017,trigo,1192918
Rio Grande do Sul,2018,trigo,1750700
Rio Grande do Sul,2019,trigo,2287720
Rio Grande do Sul,2020,trigo,2106447
Rio Grande do Sul,2021,trigo,3547866
Rio Grande do Sul,2022,trigo,5299994
Rio Grande do Sul,2023,trigo,2587340
Santa Catarina,2010,trigo,243595
Santa Catarina,2011,trigo,229130
Santa Catarina,2012,trigo,139416
Santa Catarina,2013,trigo,250214
Santa Catarina,2014,trigo,261308
Santa Catarina,2015,trigo,131518
Santa Catarina,2016,trigo,221265
Santa Catarina,2017,trigo,123467
Santa Catarina,2018,trigo,147683
Santa Catarina,2019,trigo,146039
Santa Catarina,2020,trigo,171727
Santa Catarina,2021,trigo,317969
Santa Catarina,2022,trigo,438902
Santa Catarina,2023,trigo,288123
Sao Paulo,2010,trigo,120680
Sao Paulo,2011,trigo,78507
Sao Paulo,2012,trigo,122207
Sao Paulo,2013,trigo,84345
Sao Paulo,2014,trigo,233078
Sao Paulo,2015,trigo,320755
Sao Paulo,2016,trigo,361007
Sao Paulo,2017,trigo,381810
Sao Paulo,2018,trigo,301144
Sao Paulo,2019,trigo,373336
Sao Paulo,2020,trigo,432674
Sao Paulo,2021,trigo,435413
Sao Paulo,2022,trigo,499196
Sao Paulo,2023,trigo,462062
